filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,"Lat, Lon",Genre (English),Genre (Farsi)
new_030.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Azadi St,خیابان آزادی,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as: “Mahmoud the traitor, we wish you would become vagrant, you destroyed our country, you killed the youth; you slaughtered thousands, down with you, down with you” and “Ya Hossein, Mir Hossein.”","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون : ""محمود خائن آواره گردی، خاک وطن را ویرانه کردی، کشتی جوانان وطن، الله اکبر، کردی هزاران در کفن، الله اکبر، مرگ بر تو، مرگ بر تو"" و ""یا حسین، میر حسین"" را نشان میدهد.",Protest / Green Movement,تظاهرات / جنبش سبز,,,Protest in Tehran,تظاهرات در تهران,Video,"35.700756, 51.39038",video recordings,در قالب ویدیو دیجیتالی
new_031.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Azadi St,خیابان آزادی,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting slogans such as “long live Karroubi; long endure Mousavi” and “political prisoners must be released.”,"این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون : ""کروبی زنده باد، موسوی پاینده باد"" و ""زندانی سیاسی آزاد باید گردد"" را نشان میدهد.",Protest / Green Movement leaders,تظاهرات / رهبران جنبش سبز,,,Protest in Tehran,تظاهرات در تهران,Video,"35.700756, 51.39038",video recordings,در قالب ویدیو دیجیتالی
new_032.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Enqelab St,خیابان انقلاب,Tehran,تهران,Iran,ایران,This video shows people in cars on the streets of Tehran honking their horns to show their support of the Green Movement.,این ویدیو رانندگان شهر تهران را نشان میدهد که به نشان حمایت از جنبش سبز بوق ماشین خود را به صدا در آو‌رند.,Protest / Symbolic Resistance,تظاهرات / مقاومت نمادین,,,Horn-honking,بوق زدن,Video,"35.70146, 51.419445",video recordings,در قالب ویدیو دیجیتالی
new_036.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Azarbayejan St,خیابان آذربایجان,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting slogans against the Iran’s supreme leader such as “death to Khamenei.”,"این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی بر علیه رهبر ایران همچون ""مرگ بر خامنه‌ای"" را نشان میدهد.",Supreme Leader,رهبر,,,Protest in Tehran,تظاهرات در تهران,Video,"35.697328, 51.371919",video recordings,در قالب ویدیو دیجیتالی
new_037.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Azadi St,خیابان آزادی,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting slogans such as “Iranians would rather die than be disgraced” and the carol of “Yar-e-dabestani e-man” (my grade school friend).,"این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""مرگ بر خامنه‌ای"" و ""یا حسین، میر حسین"" را نشان میدهد. در این ویدیو برخورد تظاهرکنندگان با نیروهای ضدِّ شورش را نیز مشاهده می‌کنیم.",Protest / Green Movement,تظاهرات / جنبش سبز,,,Protest in Tehran,تظاهرات در تهران,Video,"35.700756, 51.39038",video recordings,در قالب ویدیو دیجیتالی
new_039.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Enghelab Sq,میدان انقلاب,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “down with the dictator,” “death to Khamenei” (Ali Khamenei is the supreme leader of Iran), and “Ya Hossein, Mir Hossein.” In this video, we also see clashes of protesters with riot police.","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""مرگ بر دیکتاتور"" و ""مرگ بر خامنه‌ای"" را نشان میدهد. در این ویدیو برخورد نیروهای ضدّ شورش با تظاهرکنندگان را نیز مشاهده می‌کنیم.",Riot Police / Supreme Leader,پلیس ضدّ شورش / رهبر,,,Protest in Tehran,تظاهرات در تهران,Video,"35.69439, 51.42151",video recordings,در قالب ویدیو دیجیتالی
new_040.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Azadi St,خیابان آزادی,Tehran,تهران,Iran,ایران,"This video shows a riot police officer explaining different weapons used to suppress protests in Iran. In this video, we also see a few protesters who were shot dead by the riot police during different Green Movement protests.",این ویدیو یکی‌ از مأمورین ضدّ شورش در حال توضیح دادن سلاح‌های استفاده شده علیه تظاهرکنندگان در ایران را نشان میدهد. در این ویدیو عده‌ای از تظاهرکنندگان کشته شده در حین تظاهرات جنبش سبز را نیز مشاهده می‌کنیم.,Riot Police / Police Brutality,ضدّ شورش / خشونت پلیس,,,Police brutality,خشونت پلیس,Video,"35.700756, 51.39038",video recordings,در قالب ویدیو دیجیتالی
new_041.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Enqelab St,خیابان انقلاب,Tehran,تهران,Iran,ایران,This video shows Iranian riot police shooting paintball at the protesters.,این ویدیو مأمورین ضدّ شورش در حال تیراندازی با تفنگ پینت بال به تظاهرکنندگان را نشان میدهد.,Riot Police / Police Brutality,ضدّ شورش / خشونت پلیس,,,Police brutality,خشونت پلیس,Video,"35.70146, 51.419445",video recordings,در قالب ویدیو دیجیتالی
new_042.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Eskandari St,خیابان اسکندری,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting “Ya Hossein, Mir Hossein.”","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعار ""یا حسین، میر حسین"" را نشان میدهد.",Protest / Green Movement,تظاهرات / جنبش سبز,,,Protest in Tehran,تظاهرات در تهران,Video,"35.693368, 51.381328",video recordings,در قالب ویدیو دیجیتالی
new_043.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Eskandari St,خیابان اسکندری,Tehran,تهران,Iran,ایران,This video shows Iranian protesters have turned over some trash cans and set the contents on fire in Tehran.,این ویدیو نشان میدهد که تظاهرکنندگان ایرانی‌ تعدادی سطل زباله را در تهران به آتش کشیده اند.,Fire,آتش,,,Protesters Set Trash Cans on Fire,آتش کشیدن سطل زباله توسط تظاهرکنندگان,Video,"35.693368, 51.381328",video recordings,در قالب ویدیو دیجیتالی
new_044.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Azadi St,خیابان آزادی,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting “No to Gaza and Lebanon, I will give my life for Iran.”","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعار ""نه غزه، نه لبنان، جانم فدای ایران"" را نشان میدهد.",Gaza / Lebanon,غزه / لبنان,,,Protest in Tehran,تظاهرات در تهران,Video,"35.700756, 51.39038",video recordings,در قالب ویدیو دیجیتالی
new_045.mp4,۱۳۸۹/۱۱/۲۵,"February 14, 2011",2011-02-14,Azadi St,خیابان آزادی,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “down with the dictator” and “death to Khamenei” (Khamenei is the supreme leader of Iran). In this video, we also see clashes of protesters with riot police","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""مرگ بر دیکتاتور"" و ""مرگ بر خامنه‌ای"" را نشان میدهد. در این ویدیو برخورد نیروهای ضدّ شورش با تظاهرکنندگان را نیز مشاهده می‌کنیم.",Riot Police / Supreme Leader,پلیس ضدّ شورش / رهبر,,,Protest in Tehran,تظاهرات در تهران,Video,"35.700756, 51.39038",video recordings,در قالب ویدیو دیجیتالی
